LINE ID	SPEAKER	NPCID	GetIsID	RACE	VOICE TYPE	QUEST	BRANCH	CATEGORY	TYPE	SUBTYPE	TOPIC	TOPICINFO	RESPONSE INDEX	FILENAME	FULL PATH	FILE FOUND	MODIFIED SINCE FILE CREATION	TOPIC TEXT	PROMPT	RESPONSE TEXT	EMOTION	POSTPROCESS	SCRIPT NOTES
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	AlertToCombat	AileenAlertToCombat	FormID 070009BB	1	AileensGen_AileenAlertToCo_000009BB_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenAlertToCo_000009BB_1.xwm	File Not Found				It's hostile!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	AlertToCombat	AileenAlertToCombat	FormID 070009BC	1	AileensGen_AileenAlertToCo_000009BC_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenAlertToCo_000009BC_1.xwm	File Not Found				There you are!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	AlertToCombat	AileenAlertToCombat	FormID 070009BD	1	AileensGen_AileenAlertToCo_000009BD_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenAlertToCo_000009BD_1.xwm	File Not Found				I see you!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	AlertToCombat	AileenAlertToCombat	FormID 070009BE	1	AileensGen_AileenAlertToCo_000009BE_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenAlertToCo_000009BE_1.xwm	File Not Found				There!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	AlertToCombat	AileenAlertToCombat	FormID 070009BF	1	AileensGen_AileenAlertToCo_000009BF_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenAlertToCo_000009BF_1.xwm	File Not Found				Get ready!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	NormalToAlert	AileenNormalToAlert	FormID 07000922	1	AileensGen_AileenNormalToA_00000922_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenNormalToA_00000922_1.xwm	File Not Found				Wait, I heard something nearby.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	NormalToAlert	AileenNormalToAlert	FormID 07000923	1	AileensGen_AileenNormalToA_00000923_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenNormalToA_00000923_1.xwm	File Not Found				Did you hear that too?	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	NormalToAlert	AileenNormalToAlert	FormID 07000924	1	AileensGen_AileenNormalToA_00000924_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenNormalToA_00000924_1.xwm	File Not Found				Something just moved.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	NormalToAlert	AileenNormalToAlert	FormID 070009B4	1	AileensGen_AileenNormalToA_000009B4_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenNormalToA_000009B4_1.xwm	File Not Found				That did not sound like just the wind.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	NormalToAlert	AileenNormalToAlert	FormID 070009B5	1	AileensGen_AileenNormalToA_000009B5_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenNormalToA_000009B5_1.xwm	File Not Found				Hold on a moment.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	NormalToAlert	AileenNormalToAlert	FormID 070009B6	1	AileensGen_AileenNormalToA_000009B6_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenNormalToA_000009B6_1.xwm	File Not Found				I don't think we're alone here.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	NormalToAlert	AileenNormalToAlert	FormID 070009B7	1	AileensGen_AileenNormalToA_000009B7_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenNormalToA_000009B7_1.xwm	File Not Found				I'm not sure what I just heard. Stay alert.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	NormalToAlert	AileenNormalToAlert	FormID 070009B8	1	AileensGen_AileenNormalToA_000009B8_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenNormalToA_000009B8_1.xwm	File Not Found				Something feels wrong here.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	NormalToAlert	AileenNormalToAlert	FormID 070009B9	1	AileensGen_AileenNormalToA_000009B9_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenNormalToA_000009B9_1.xwm	File Not Found				You see that?	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	LostIdle	AileenLostIdle	FormID 07000918	1	AileensGen_AileenLostIdle_00000918_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenLostIdle_00000918_1.xwm	File Not Found				I don't like when they wait to strike.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	LostIdle	AileenLostIdle	FormID 07000919	1	AileensGen_AileenLostIdle_00000919_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenLostIdle_00000919_1.xwm	File Not Found				They may be circling.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	LostIdle	AileenLostIdle	FormID 0700091A	1	AileensGen_AileenLostIdle_0000091A_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenLostIdle_0000091A_1.xwm	File Not Found				Watch the shadows.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	LostIdle	AileenLostIdle	FormID 0700091B	1	AileensGen_AileenLostIdle_0000091B_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenLostIdle_0000091B_1.xwm	File Not Found				They're just waiting for us to relax.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	LostIdle	AileenLostIdle	FormID 070009D4	1	AileensGen_AileenLostIdle_000009D4_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenLostIdle_000009D4_1.xwm	File Not Found				They've got to be here somewhere.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	LostIdle	AileenLostIdle	FormID 070009D5	1	AileensGen_AileenLostIdle_000009D5_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenLostIdle_000009D5_1.xwm	File Not Found				Keep looking for them!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	LostIdle	AileenLostIdle	FormID 070009D6	1	AileensGen_AileenLostIdle_000009D6_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenLostIdle_000009D6_1.xwm	File Not Found				Stay ready, I don't think this is over.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	LostIdle	AileenLostIdle	FormID 070009D7	1	AileensGen_AileenLostIdle_000009D7_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenLostIdle_000009D7_1.xwm	File Not Found				Listen out for movement.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	LostIdle	AileenLostIdle	FormID 070009D8	1	AileensGen_AileenLostIdle_000009D8_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenLostIdle_000009D8_1.xwm	File Not Found				I know they're still nearby. I can almost feel it.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	LostIdle	AileenLostIdle	FormID 070009D9	1	AileensGen_AileenLostIdle_000009D9_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenLostIdle_000009D9_1.xwm	File Not Found				They were here a moment ago.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	AlertIdle	AileenAlertIdle	FormID 070008FF	1	AileensGen_AileenAlertIdle_000008FF_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenAlertIdle_000008FF_1.xwm	File Not Found				Hold up, Something's neaby.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	AlertIdle	AileenAlertIdle	FormID 07000900	1	AileensGen_AileenAlertIdle_00000900_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenAlertIdle_00000900_1.xwm	File Not Found				I think I heard something.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	AlertIdle	AileenAlertIdle	FormID 07000901	1	AileensGen_AileenAlertIdle_00000901_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenAlertIdle_00000901_1.xwm	File Not Found				I can't tell where its coming from.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	AlertIdle	AileenAlertIdle	FormID 0700090A	1	AileensGen_AileenAlertIdle_0000090A_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenAlertIdle_0000090A_1.xwm	File Not Found				Maybe it's trying to circle us.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	AlertIdle	AileenAlertIdle	FormID 070009AB	1	AileensGen_AileenAlertIdle_000009AB_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenAlertIdle_000009AB_1.xwm	File Not Found				Keep looking, I think they're still around.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	AlertIdle	AileenAlertIdle	FormID 070009AC	1	AileensGen_AileenAlertIdle_000009AC_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenAlertIdle_000009AC_1.xwm	File Not Found				I don't like not knowing where it went.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	AlertIdle	AileenAlertIdle	FormID 070009AD	1	AileensGen_AileenAlertIdle_000009AD_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenAlertIdle_000009AD_1.xwm	File Not Found				I hear it, but I cna't see it. I don't like that.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	AlertIdle	AileenAlertIdle	FormID 070009AE	1	AileensGen_AileenAlertIdle_000009AE_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenAlertIdle_000009AE_1.xwm	File Not Found				Could still be close by.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	AlertIdle	AileenAlertIdle	FormID 070009AF	1	AileensGen_AileenAlertIdle_000009AF_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenAlertIdle_000009AF_1.xwm	File Not Found				I'm trying to figure out where the sounds are coming from.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	AlertIdle	AileenAlertIdle	FormID 070009B0	1	AileensGen_AileenAlertIdle_000009B0_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenAlertIdle_000009B0_1.xwm	File Not Found				This is far too quiet for my liking.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	AlertIdle	AileenAlertIdle	FormID 070009B1	1	AileensGen_AileenAlertIdle_000009B1_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenAlertIdle_000009B1_1.xwm	File Not Found				I don't think we imagined that, right?	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	AlertIdle	AileenAlertIdle	FormID 070009B2	1	AileensGen_AileenAlertIdle_000009B2_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenAlertIdle_000009B2_1.xwm	File Not Found				Keep an eye on the shadows.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Detection	Detection	AlertIdle	AileenAlertIdle	FormID 070009B3	1	AileensGen_AileenAlertIdle_000009B3_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenAlertIdle_000009B3_1.xwm	File Not Found				There's some movement nearby, watch out.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Hello	AileenHello	FormID 070008A4	1	AileensGen_AileenHello_000008A4_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenHello_000008A4_1.xwm	File Not Found				Hello there.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Hello	AileenHello	FormID 070008A5	1	AileensGen_AileenHello_000008A5_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenHello_000008A5_1.xwm	File Not Found				Were you looking for me?	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Hello	AileenHello	FormID 070008A6	1	AileensGen_AileenHello_000008A6_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenHello_000008A6_1.xwm	File Not Found				Is everything alright?	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Hello	AileenHello	FormID 070008A7	1	AileensGen_AileenHello_000008A7_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenHello_000008A7_1.xwm	File Not Found				I'm not in the way, am I?	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Hello	AileenHello	FormID 070008A8	1	AileensGen_AileenHello_000008A8_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenHello_000008A8_1.xwm	File Not Found				This place is quite interesting.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Hello	AileenHello	FormID 070008AE	1	AileensGen_AileenHello_000008AE_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenHello_000008AE_1.xwm	File Not Found				Did you need something?	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Hello	AileenHello	FormID 070008B0	1	AileensGen_AileenHello_000008B0_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenHello_000008B0_1.xwm	File Not Found				There's quite a lot to take in here.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Hello	AileenHello	FormID 070008B1	1	AileensGen_AileenHello_000008B1_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenHello_000008B1_1.xwm	File Not Found				Is something wrong?	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Hello	AileenHello	FormID 070008B2	1	AileensGen_AileenHello_000008B2_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenHello_000008B2_1.xwm	File Not Found				Yes?	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Hello	AileenHello	FormID 070008B3	1	AileensGen_AileenHello_000008B3_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenHello_000008B3_1.xwm	File Not Found				Sorry, I got distracted. What?	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Hello	AileenHello	FormID 070008B4	1	AileensGen_AileenHello_000008B4_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenHello_000008B4_1.xwm	File Not Found				I'm just looking around.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Hello	AileenHello	FormID 070008B5	1	AileensGen_AileenHello_000008B5_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenHello_000008B5_1.xwm	File Not Found				Still getting used to this place.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Hello	AileenHello	FormID 070008B6	1	AileensGen_AileenHello_000008B6_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenHello_000008B6_1.xwm	File Not Found				I keep noticing things I don't recognize.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Hello	AileenHello	FormID 070008BA	1	AileensGen_AileenHello_000008BA_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenHello_000008BA_1.xwm	File Not Found				Oh! I didn't hear you approach.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Hello	AileenHello	FormID 070008BB	1	AileensGen_AileenHello_000008BB_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenHello_000008BB_1.xwm	File Not Found				Something you wanted to ask?	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Hello	AileenHello	FormID 070008BC	1	AileensGen_AileenHello_000008BC_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenHello_000008BC_1.xwm	File Not Found				I may not know the answer, but what's up?	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Hello	AileenHello	FormID 070008BD	1	AileensGen_AileenHello_000008BD_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenHello_000008BD_1.xwm	File Not Found				I suppose I should stop staring at everything.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Hello	AileenHello	FormID 070008BE	1	AileensGen_AileenHello_000008BE_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenHello_000008BE_1.xwm	File Not Found				Can I help you?	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Hello	AileenHello	FormID 070008BF	1	AileensGen_AileenHello_000008BF_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenHello_000008BF_1.xwm	File Not Found				I'm not interrupting anything, am I?	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Hello	AileenHello	FormID 070008C0	1	AileensGen_AileenHello_000008C0_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenHello_000008C0_1.xwm	File Not Found				What is it?	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	PlayerShout	AileenPlayerShout	FormID 070008F2	1	AileensGen_AileenPlayerSho_000008F2_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenPlayerSho_000008F2_1.xwm	File Not Found				What the hell was that?	Anger 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	PlayerShout	AileenPlayerShout	FormID 070008F3	1	AileensGen_AileenPlayerSho_000008F3_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenPlayerSho_000008F3_1.xwm	File Not Found				Good god that was loud!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	PlayerShout	AileenPlayerShout	FormID 070008F4	1	AileensGen_AileenPlayerSho_000008F4_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenPlayerSho_000008F4_1.xwm	File Not Found				That was both incredible, and terrifying.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	PlayerShout	AileenPlayerShout	FormID 070008F5	1	AileensGen_AileenPlayerSho_000008F5_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenPlayerSho_000008F5_1.xwm	File Not Found				Are you okay after that?	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	PlayerShout	AileenPlayerShout	FormID 070008F6	1	AileensGen_AileenPlayerSho_000008F6_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenPlayerSho_000008F6_1.xwm	File Not Found				I felt that in my core.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	PlayerShout	AileenPlayerShout	FormID 070008F7	1	AileensGen_AileenPlayerSho_000008F7_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenPlayerSho_000008F7_1.xwm	File Not Found				How the hell can your voice do that?!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	PlayerShout	AileenPlayerShout	FormID 070008F8	1	AileensGen_AileenPlayerSho_000008F8_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenPlayerSho_000008F8_1.xwm	File Not Found				Did something just explode?	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	PlayerShout	AileenPlayerShout	FormID 070008F9	1	AileensGen_AileenPlayerSho_000008F9_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenPlayerSho_000008F9_1.xwm	File Not Found				My ears are ringing. Owwww.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	PlayerShout	AileenPlayerShout	FormID 070008FA	1	AileensGen_AileenPlayerSho_000008FA_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenPlayerSho_000008FA_1.xwm	File Not Found				Warn me before you do that again!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	PlayerShout	AileenPlayerShout	FormID 070008FB	1	AileensGen_AileenPlayerSho_000008FB_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenPlayerSho_000008FB_1.xwm	File Not Found				That nearly knocked me over!	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	KnockOverObject	ActorCollideWithObject	FormID 0700084F	1	AileensGen_ActorCollideWit_0000084F_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_ActorCollideWit_0000084F_1.xwm	File Not Found				I hope that wasn't fragile.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	KnockOverObject	ActorCollideWithObject	FormID 0700081C	1	AileensGen_ActorCollideWit_0000081C_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_ActorCollideWit_0000081C_1.xwm	File Not Found				We should just keep walking.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	KnockOverObject	ActorCollideWithObject	FormID 0700081D	1	AileensGen_ActorCollideWit_0000081D_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_ActorCollideWit_0000081D_1.xwm	File Not Found				Well, hope that wasn't important.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	KnockOverObject	ActorCollideWithObject	FormID 0700081E	1	AileensGen_ActorCollideWit_0000081E_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_ActorCollideWit_0000081E_1.xwm	File Not Found				That was quite the racket.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	KnockOverObject	ActorCollideWithObject	FormID 0700081F	1	AileensGen_ActorCollideWit_0000081F_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_ActorCollideWit_0000081F_1.xwm	File Not Found				At least it didn't break.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	KnockOverObject	ActorCollideWithObject	FormID 07000820	1	AileensGen_ActorCollideWit_00000820_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_ActorCollideWit_00000820_1.xwm	File Not Found				Should we put it back?	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	KnockOverObject	ActorCollideWithObject	FormID 07000821	1	AileensGen_ActorCollideWit_00000821_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_ActorCollideWit_00000821_1.xwm	File Not Found				Are things just casually left lying about here?	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	KnockOverObject	ActorCollideWithObject	FormID 07000822	1	AileensGen_ActorCollideWit_00000822_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_ActorCollideWit_00000822_1.xwm	File Not Found				I wonder what that was used for.	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	KnockOverObject	ActorCollideWithObject	FormID 070008C9	1	AileensGen_ActorCollideWit_000008C9_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_ActorCollideWit_000008C9_1.xwm	File Not Found				What was that thing?	Neutral 50			
FFFFFFFF	--	--	--	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	KnockOverObject	ActorCollideWithObject	FormID 070008CA	1	AileensGen_ActorCollideWit_000008CA_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_ActorCollideWit_000008CA_1.xwm	File Not Found				Did you mean to do that?	Neutral 50			
